Violation location,unique county,street name,Intersecting Street,Violation Precinct,key
49,BRONX,ES BRP EXIT #6,S/O BOSTON RD,49,12681
49,BRONX,MULINUR AVE,,49,12682
49,BRONX,BRONX PARK E,THWAITES PL,49,12683
99,BROOKLYN,MACE,,99,12684
49,BRONX,MORGAN AVE,,49,12685
49,BRONX,OLINVILLE,,49,12686
49,BRONX,BARNES,ASTOR AVE,49,12687
45,BRONX,TILLOTSON AVE,,45,12688
45,BRONX,BOLLGR AVE,,45,12689
45,BRONX,BALSM AVE,,45,12690
48,BRONX,LAWSON AVE,,48,12691
45,BRONX,STERLING AVE,,45,12692
45,BRONX,PARKVIEW AVE,,45,12693
45,BRONX,CASTLE HILL,,45,12694
45,BRONX,RADIO AVE,,45,12695
70,BROOKLYN,N/E/ E 17 ST,FOSTER AVE,70,12696
70,BROOKLYN,N/E AVE J,,70,12697
70,BROOKLYN,N/W FOSTER,E 21 ST,70,12698
63,BROOKLYN,QUENTIN RD,E 34 ST,63,12699
70,BROOKLYN,S/W ALBEMARLE RD,E 18 ST,70,12700
71,BROOKLYN,N/O CARROLL ST,,71,12701
62,BROOKLYN,NEWKIRK AV,,62,12702
71,BROOKLYN,E NEWTOWN AV 9,2 ST,71,12703
19,MANHATTAN,W/S MADISON AVE,N/O E 64TH ST,19,12704
34,MANHATTAN,WEST 208 ST,,34,12705
52,BRONX,W 125 ST,,52,12706
52,BRONX,E 194,,52,12707
52,BRONX,EAST 202 ST,,52,12708
25,MANHATTAN,EAST 129 ST,,25,12709
25,MANHATTAN,EAST 121 ST,LEXINGTON AVE,25,12710
33,OTHER,ST. NICHOLAS AVE,,33,12711
20,MANHATTAN,W/S CENTRAL PARKWEST,S/O 73RD ST,20,12712
48,BRONX,N/S DALY,W 181 ST,48,12713
45,BRONX,N/O ROBERTS,E/O BRUCKNER,45,12714
46,BRONX,N/S 172 ST,W/S NELSON AVE,46,12715
43,BRONX,W/S OLMSTEAD AVE,N/O UNION PORT,43,12716
68,BROOKLYN,84 ST,,68,12717
68,BROOKLYN,10,,68,12718
68,BROOKLYN,COLONIAL ST,68 ST,68,12719
68,BROOKLYN,67 ST,9 AVENUE,68,12720
122,STATEN ISLAND,JACKSON AVE,CEDAR AVE,122,12721
50,BRONX,EDSALL AVE,W. JOHNSON AVE,50,12722
83,BROOKLYN,CHAUNCEY ST,,83,12723
83,BROOKLYN,ST.NICHOLAS ST,,83,12724
83,BROOKLYN,DECATUR ST,CENTRAL,83,12725
83,BROOKLYN,OPP 362,WILSON AVE,83,12726
83,BROOKLYN,WIERFIELD,,83,12727
75,BROOKLYN,I/O HIGHLAND BLVD,BUCWER PL,75,12728
79,BROOKLYN,HOPKINS ST,,79,12729
88,BROOKLYN,WILLLOUGHBY AVE,,88,12730
88,BROOKLYN,EMERSON PL,,88,12731
77,BROOKLYN,PACIFIC ST,NEW YORK AVE,77,12732
77,BROOKLYN,BERSH ST,,77,12733
5,MANHATTAN,N/S WATER ST,W/O MARKET SLIP,5,12734
23,MANHATTAN,E 109 ST,,23,12735
45,BRONX,LUCERNE ST,,45,12736
45,BRONX,LASALLE AVE,,45,12737
49,BRONX,BELLEVUE AVE,,49,12738
49,BRONX,BURKE AVE,,49,12739
49,BRONX,EASTCHESTER RD,,49,12740
43,BRONX,BEACH AVE,CRSS BX EXWY,43,12741
43,BRONX,E 174 ST,,43,12742
52,BRONX,VALENTAI AVE,,52,12743
42,BRONX,HUE AVE,MYSEAUG,42,12744
42,BRONX,SIMPSON ST,,42,12745
70,BROOKLYN,E 17 ST,N/E W/ AVE,70,12746
70,BROOKLYN,E 18 ST,DORCHESTER,70,12747
70,BROOKLYN,E 19 ST,FOSTER AVE,70,12748
5,MANHATTAN,SPRING ST,,5,12749
44,BRONX,E 172 ST,TELLER AVE,44,12750
44,BRONX,GRAND AVE,,44,12751
44,BRONX,S/E E 165 ST,GERARD AVE,44,12752
52,BRONX,VALENTINA AVE,,52,12753
52,BRONX,W 184 ST,,52,12754
43,BRONX,SHERIDAN EXPRESSWAY,,43,12755
43,BRONX,W/S PUGSLEY AVE,20  N/O CHATTELE AVE,43,12756
43,BRONX,CROSS BRONX EXPWAY S,,43,12757
43,BRONX,R/S BRUCKNER BLVD,W/O WHEELER AVE,43,12758
68,BROOKLYN,BAY RIDGE PKWAY,,68,12759
8,MANHATTAN,85 ST,,8,12760
60,BROOKLYN,W 8 S,,60,12761
69,BROOKLYN,S/W/ E 89 ST,AVE D,69,12762
69,BROOKLYN,S/W E 87 ST,AVE L,69,12763
69,BROOKLYN,I/O SEAVIEW AVE,REMSEN AVE,69,12764
69,BROOKLYN,I/O SEAVIEW AVE,PAERDEGAT AVE,69,12765
69,BROOKLYN,S/S OF EAST OF FLATL,E 106 ST,69,12766
105,QUEENS,LINDEN BL,,105,12767
105,QUEENS,WELLER AVE,,105,12768
105,QUEENS,249 ST,147 AVE,105,12769
105,QUEENS,147 AVE,230 PL,105,12770
105,QUEENS,E/S 271 ST,N OF 77 AVENUE,105,12771
105,QUEENS,E/S 268 ST,N OF 77 AVENUE,105,12772
105,QUEENS,E/O HEWLETT ST,W/O 76TH AVE,105,12773
105,QUEENS,137 AVE,SPRINGFIELD BLVD,105,12774
105,QUEENS,138 AV E,BROOKVILLE BLVD,105,12775
105,QUEENS,227 ST,MERRICK BLVD,105,12776
105,QUEENS,243 ST,MEMPHIS AVE,105,12777
105,QUEENS,182 ST,,105,12778
105,QUEENS,LANSLAY,S CONDUIT AVE,105,12779
105,QUEENS,ROCKAWAY PL,,105,12780
109,QUEENS,145 PL,,109,12781
111,QUEENS,45 DRIVE,,111,12782
60,BROOKLYN,OCEANVIEW,,60,12783
60,BROOKLYN,BEACH 48 ST,,60,12784
60,BROOKLYN,MERMAID AV,,60,12785
114,QUEENS,31 58 ST,,114,12786
109,QUEENS,N/W BARCLAY AVE,150 ST,109,12787
165,OTHER,ORCHARD BEACH RD,,165,12788
42,BRONX,VYSE,,42,12789
52,BRONX,S/W/ JEROME AVE,MORRIS AVE,52,12790
52,BRONX,E 201ST ST,,52,12791
44,BRONX,CLARKE PLACE EAST,,44,12792
44,BRONX,E 165,RIVER,44,12793
44,BRONX,R/O 140 GRANT AVE,,44,12794
44,BRONX,WEST 162 ST,,44,12795
41,BRONX,E 163,,41,12796
70,BROOKLYN,N/W E 113 ST,C/O AVENUE K,70,12797
70,BROOKLYN,E 197 ST,ALBEMARLE RD,70,12798
69,BROOKLYN,N/S SEAVIEW AVE,E 89 ST,69,12799
69,BROOKLYN,S/S SEAVIEW AVE,REMSEN AVE,69,12800
63,BROOKLYN,AVE L E 70 ST,,63,12801
63,BROOKLYN,FOSTER AVE,,63,12802
63,BROOKLYN,E72 ST,BERGEN CT,63,12803
63,BROOKLYN,/E 72ND ST,BERGEN CT,63,12804
63,BROOKLYN,R/O 5400,AVE U,63,12805
63,BROOKLYN,EAST 38,,63,12806
63,BROOKLYN,E 42,,63,12807
17,MANHATTAN,LEXINGTON AVE,,17,12808
17,MANHATTAN,E 47 ST,,17,12809
43,BRONX,STRAGFORD,,43,12810
43,BRONX,BRONXRIVER AVE,,43,12811
43,BRONX,WATERBURY AVE,,43,12812
43,BRONX,BX RIV AVE,,43,12813
43,BRONX,SOUNDVIEW AEV,,43,12814
44,BRONX,EAST 163 ST,,44,12815
9,MANHATTAN,E 14 ST,,9,12816
104,QUEENS,INT METROPOLITAN AVE,60 TH ST,104,12817
104,QUEENS,METROPOLITAN AV,,104,12818
5,MANHATTAN,KENMARE ST,,5,12819
68,BROOKLYN,86ST,,68,12820
68,BROOKLYN,COLONIAL ROAD,,68,12821
68,BROOKLYN,SE 78 ST,6 AVE,68,12822
68,BROOKLYN,5 AV,,68,12823
69,BROOKLYN,FLATLANDS AVE,E 92 ST,69,12824
69,BROOKLYN,SE E 86 ST,AVE M,69,12825
69,BROOKLYN,REMSEN AVE,BEDELL AVE,69,12826
69,BROOKLYN,W/S PAERDEGAT AVE,N/O PAERDEGAT,69,12827
69,BROOKLYN,S/S AVE L,E/O E 83 ST,69,12828
69,BROOKLYN,PAERAEGAT 10 ST,,69,12829
69,BROOKLYN,E 103,AVE J,69,12830
69,BROOKLYN,E/S E 102 ST,SOUTH OF SHORE PL,69,12831
94,BROOKLYN,WOODPOINT RD,,94,12832
94,BROOKLYN,GREENPONT AVE,,94,12833
94,BROOKLYN,N/W INDIA ST,MCGUINNESS BLVD,94,12834
94,BROOKLYN,S/E MESEROLE AVE,I/O JEWEL STREET,94,12835
94,BROOKLYN,CALYER ST,ECKFORD ST,94,12836
94,BROOKLYN,WEST ST,KENT ST,94,12837
94,BROOKLYN,NORMAN AVE,MANHATTAN AVE,94,12838
25,MANHATTAN,LEXINGTON AVE,,25,12839
108,QUEENS,54 AVE,,108,12840
103,QUEENS,PARSONS,,103,12841
105,QUEENS,235 ST,,105,12842
113,QUEENS,110 ROAD,,113,12843
122,STATEN ISLAND,W FINGER BOARD RD,,122,12844
121,STATEN ISLAND,CONTINENTAL PL,,121,12845
121,STATEN ISLAND,WELLBROOK AVE,,121,12846
121,STATEN ISLAND,RICHMOND TERRACE,,121,12847
109,QUEENS,167 ST,,109,12848
115,QUEENS,CORONA AVE,,115,12849
110,QUEENS,GLEANES ST,,110,12850
110,QUEENS,CONCORD AVE,,110,12851
110,QUEENS,98 PLACE,,110,12852
110,QUEENS,106 ST,,110,12853
17,MANHATTAN,42 ST,FDR DR,17,12854
1,MANHATTAN,E/S WILLIAM ST,N/O WALL ST,1,12855
65,OTHER,E 57 ST,,65,12856
78,BROOKLYN,N/E/ 7 AVE,GARFIELD PL,78,12857
78,BROOKLYN,6 AVE,6 ST,78,12858
78,BROOKLYN,CARLTON AV,,78,12859
71,BROOKLYN,SIDE OF 710 FENIMORE,,71,12860
71,BROOKLYN,TROY AV,,71,12861
71,BROOKLYN,EASTRN PKWY,,71,12862
21,BROOKLYN,RUTLAND RD,,21,12863
71,BROOKLYN,,,71,12864
5,MANHATTAN,CHRYSTIE ST,,5,12865
13,OTHER,EAST 17 ST,,13,12866
42,BRONX,HOE,,42,12867
42,BRONX,FOX ST,,42,12868
45,BRONX,RICHARD BEACH RD,,45,12869
45,BRONX,HARRINTON AVE,,45,12870
17,MANHATTAN,EAST 47 ST,,17,12871
17,MANHATTAN,1 AVE,,17,12872
68,BROOKLYN,63 ST,,68,12873
66,BROOKLYN,E 4 ST,CORTELYOU RD,66,12874
66,BROOKLYN,N/W 45 ST,12TH AVE,66,12875
66,BROOKLYN,9 AVE,52 ST,66,12876
69,BROOKLYN,E/S E 92 ST,N/O FLATLANDS AVE,69,12877
69,BROOKLYN,PAERDEGAT 6 ST,,69,12878
69,BROOKLYN,N/W CHURCH LANE,E 88 ST,69,12879
69,BROOKLYN,S/W CORNER OF E 85 A,E 85,69,12880
69,BROOKLYN,N/E SEAVIEW AVE,ROCKAWAY PKWY,69,12881
70,BROOKLYN,N/E/ REGENT PL,E 21,70,12882
108,QUEENS,S/S 44 ST,W/O 54TH AVE,108,12883
18,MANHATTAN,650 W 57,INSIDE DSNY FACILITY,18,12884
112,QUEENS,YELLOWSTONE,,112,12885
119,OTHER,QUEENS BLVD,,119,12886
111,QUEENS,40 AVE,215 ST,111,12887
71,BROOKLYN,KENMORE ST,,71,12888
71,BROOKLYN,SULLIVAN,,71,12889
71,BROOKLYN,BEDFORD AVE,LINCOLN RD,71,12890
71,BROOKLYN,SULLIVAN PL,BEDFORD AVE,71,12891
10,MANHATTAN,W 35,,10,12892
10,MANHATTAN,WEST 23 ST,,10,12893
100,QUEENS,BEACH 99 S,SHORE FT PKWY,100,12894
106,QUEENS,129 ST,133 AVE,106,12895
106,QUEENS,135 AVE,130 ST,106,12896
17,MANHATTAN,E 34 ST,,17,12897
45,BRONX,WELLMAN AVE,,45,12898
45,BRONX,MACLAY AVE,OVERING ST,45,12899
45,BRONX,CROSBY AVE,,45,12900
45,BRONX,ROWLAND,,45,12901
95,OTHER,ORCHARD BEACH PKG LO,,95,12902
17,MANHATTAN,EAST 47 ST,1ST AND 2ND AVE,17,12903
17,MANHATTAN,EAST 49 ST,,17,12904
13,OTHER,E 70 ST,,13,12905
18,MANHATTAN,W/8 AVE,S/O W 49 ST,18,12906
88,BROOKLYN,SOU OXFORD ST,,88,12907
90,BROOKLYN,E/S COOK ST,N GRAHAM AVE,90,12908
90,BROOKLYN,MESEROLE,,90,12909
88,BROOKLYN,N/S FLATBUSH AVE,W/S HUDSON AVE,88,12910
84,BROOKLYN,E/S GOLD,ST NICHOLAS ST,84,12911
88,BROOKLYN,W/S ASHLAND PL,S/S MYTRLE AVE,88,12912
66,BROOKLYN,E/S MCDONALD AVE,S/O AVENUE C,66,12913
66,BROOKLYN,COURTELYOU,,66,12914
66,BROOKLYN,EAST 2ND ST,,66,12915
66,BROOKLYN,E 9,,66,12916
66,BROOKLYN,13ST AVE,,66,12917
66,BROOKLYN,E 2 ND,AVE M,66,12918
66,BROOKLYN,OLD NEW UTRECHT RD,,66,12919
66,BROOKLYN,MCDONLD,,66,12920
110,QUEENS,S/S HORACE HARDING E,JUNCTION BLVD,110,12921
106,QUEENS,111 RD,,106,12922
106,QUEENS,80 ST,,106,12923
106,QUEENS,103,,106,12924
106,QUEENS,132 ST,LINDEN BLVD,106,12925
106,QUEENS,115 ST,,106,12926
106,QUEENS,S/W 1 AVE,94 ST   ALBERT RD,106,12927
103,QUEENS,92RD,,103,12928
103,QUEENS,FRANCIS LEWIS BLVD,,103,12929
67,BROOKLYN,BEVERLEY RD,,67,12930
67,BROOKLYN,OPP 312,E 29,67,12931
67,BROOKLYN,S/E FARRAGUT RD,EAST 35,67,12932
62,BROOKLYN,FOSTER AVE,,62,12933
67,BROOKLYN,N/W/ E 55 ST,TILDEN AVE,67,12934
69,BROOKLYN,S/E AVE K,I/O E 92 ST,69,12935
67,BROOKLYN,HARING ST,,67,12936
70,BROOKLYN,AVE O,E 23 ST,70,12937
108,QUEENS,41ST AVE,,108,12938
108,QUEENS,BARMET AVE,,108,12939
108,QUEENS,52 ST,,108,12940
109,QUEENS,167 ST,45 AVE,109,12941
108,QUEENS,NW CENTER BLVD,BORDEN AVE,108,12942
108,QUEENS,39 PL,,108,12943
108,QUEENS,72 PLACE,,108,12944
108,QUEENS,54 AVE,CENTER BLVD,108,12945
108,QUEENS,W/S 23 ST,S/O BORDEN AVE,108,12946
108,QUEENS,GREENPOINT AVE,39 ST,108,12947
70,BROOKLYN,ARGYLE RD,GLENWOOD RD,70,12948
70,BROOKLYN,E 21 ST,CHURCH AVE,70,12949
70,BROOKLYN,AVE S,,70,12950
70,BROOKLYN,VENDERVEER PL,E 25 ST,70,12951
70,BROOKLYN,E 15 ST,AVE J,70,12952
70,BROOKLYN,OCEAN AVE,DITMAS AVE,70,12953
70,BROOKLYN,PARKSIDE AVE,PARADE PL,70,12954
67,BROOKLYN,E 88 ST,,67,12955
106,QUEENS,N/E 151 AVE,84 ST,106,12956
100,QUEENS,E 6 RD,,100,12957
100,QUEENS,B 81,ROCKAWAY BCH BLVD,100,12958
100,QUEENS,BEACH 77 ST,,100,12959
100,QUEENS,BEACH 145 ST,,100,12960
109,QUEENS,15 RD,,109,12961
109,QUEENS,N/W CORNER OF 143 ST,WILLETS POINT AVE,109,12962
109,QUEENS,LAWERENCE ST,,109,12963
109,QUEENS,9 RD,,109,12964
109,QUEENS,FRESH MEADOWS LANE,,109,12965
1,MANHATTAN,BROAD ST,,1,12966
1,MANHATTAN,WHITEHALL ST,,1,12967
34,MANHATTAN,BENNETT AVE,W 189 ST,34,12968
107,QUEENS,194 AVE,64 RES,107,12969
107,QUEENS,186,,107,12970
5,MANHATTAN,CLEVELAND PL,,5,12971
110,QUEENS,N/S HORACE HARDING E,W/O JUNCTION BOULEVA,110,12972
66,BROOKLYN,BEVERLY RD,,66,12973
72,BROOKLYN,MCDONLAD,,72,12974
100,QUEENS,BEACH CHANNEL DR,I/O B 81 ST,100,12975
100,QUEENS,N/E BEACH 109 ST,SHORE FRONT PKWY,100,12976
100,QUEENS,S/E BEACH 109 S,ROCKAWAY BEACH BLVD,100,12977
100,QUEENS,S/W DESOTA RD,BEACH 92,100,12978
100,QUEENS,B 178 ST,,100,12979
106,QUEENS,ROCKAWAY BEACH BLV,,106,12980
103,QUEENS,W/S 191 ST,S/O 90 AVE,103,12981
103,QUEENS,W/S 178 ST,N 89 AVE,103,12982
103,QUEENS,S/S 88 AVE,W/O 153 ST,103,12983
103,QUEENS,S/S 97 AVE,W/O WALTHAM ST,103,12984
103,QUEENS,S/S 90 AVE,E/O 180 ST,103,12985
23,MANHATTAN,EAST 111 ST,,23,12986
61,BROOKLYN,BEAUMONT,,61,12987
70,BROOKLYN,E/S E 18 ST,NEWKIRK AVE,70,12988
60,BROOKLYN,R/O 3015 W 24,,60,12989
60,BROOKLYN,W 21 ST,,60,12990
60,BROOKLYN,BRIGHTON 15 ST,C/O BRIGHTON BEACH A,60,12991
78,BROOKLYN,6 STR,,78,12992
70,BROOKLYN,LINCOLN PL,,70,12993
78,BROOKLYN,N/B 8 AVE,3 ST,78,12994
78,BROOKLYN,ST MARKS PL,4TH AVE,78,12995
78,BROOKLYN,BERKLEY PL,,78,12996
78,BROOKLYN,6 AVE,LINCOLN PL,78,12997
104,QUEENS,SUMMERFIELD,,104,12998
104,QUEENS,DRY HARBOR RD,,104,12999
104,QUEENS,53 DR,,104,13000
104,QUEENS,69PL,,104,13001
112,QUEENS,WHITE OAK ST,,112,13002
67,BROOKLYN,E 48 ST,LENOX RD,67,13003
67,BROOKLYN,E 95,,67,13004
61,BROOKLYN,S/E LAKE ST,AVE W,61,13005
67,BROOKLYN,CORTEYOU RD,,67,13006
62,BROOKLYN,HALWAY AVE,,62,13007
105,QUEENS,91 AVE,,105,13008
113,QUEENS,145 ST,,113,13009
113,QUEENS,142,,113,13010
105,QUEENS,109 AVE,217 PL,105,13011
105,QUEENS,JAMAICA AVE,222 ST,105,13012
105,QUEENS,S/E HURLEY ST,CRAFT AVE,105,13013
14,MANHATTAN,W 33 ST,,14,13014
109,QUEENS,BUD PL,,109,13015
109,QUEENS,21 AVE,,109,13016
115,QUEENS,S/E/ 35 AVE,89 STREET,115,13017
115,QUEENS,N/E 85 ST,30 AVE EAST,115,13018
114,QUEENS,30 ROAD,,114,13019
114,QUEENS,VANDAM BLVD,,114,13020
116,OTHER,30 AVE,,116,13021
104,QUEENS,60 LN,,104,13022
23,MANHATTAN,97 ST,,23,13023
5,MANHATTAN,DELANCEY ST,,5,13024
76,BROOKLYN,WOLCOTT,,76,13025
76,BROOKLYN,LORRAINE,,76,13026
76,BROOKLYN,AMITY,,76,13027
103,QUEENS,W/S HIANAA AVE,S/O WOODHULL AVE,103,13028
103,QUEENS,S/S 90 AVE,E/O 172 ST,103,13029
103,QUEENS,E/S LIVERPOOL,S/O TUSKEGEE AIRMAN,103,13030
103,QUEENS,C ARPENTER AVE,,103,13031
103,QUEENS,E/S UNIONHALL ST,N/O 110 AVE,103,13032
103,QUEENS,N/S 90 AVE,E/O 171 ST,103,13033
103,QUEENS,E/S 148 ST,N/O 90TH AVE,103,13034
105,QUEENS,145 DRIVE,,105,13035
105,QUEENS,FRAMERS BL,,105,13036
105,QUEENS,S/E 270 ST,16TH AVE,105,13037
105,QUEENS,S/W 266 ST,76TH AVE,105,13038
105,QUEENS,136 ROAD,,105,13039
105,QUEENS,N/E 146 TERR,GUY R BREWER,105,13040
105,QUEENS,S/E 232 ST,MERRICK BLVD,105,13041
105,QUEENS,S/W LINDEN BLVD,218 ST,105,13042
78,BROOKLYN,BERKELEY PLACE,,78,13043
76,BROOKLYN,COLUMBUS ST,,76,13044
67,BROOKLYN,EAST 42 ST,,67,13045
67,BROOKLYN,KINGS HIGHWAY,JODIE CT,67,13046
111,QUEENS,68 DRIVE,,111,13047
112,QUEENS,60 ROAD,,112,13048
112,QUEENS,68 DR,,112,13049
115,QUEENS,N/W CORNER 34 AVE,91 ST,115,13050
62,BROOKLYN,WEST 6 ST,,62,13051
62,BROOKLYN,BAY,41 STREET,62,13052
62,BROOKLYN,BAY 25 ST,,62,13053
62,BROOKLYN,BAY 8,,62,13054
62,BROOKLYN,N/S 70 ST,NEW UTRECHT AVE,62,13055
62,BROOKLYN,HARWAY AVE,,62,13056
67,BROOKLYN,84 ST,,67,13057
103,QUEENS,N/W SUTPHIN BLVD,ARCHER AVE,103,13058
106,QUEENS,V/W 153 AVE,88 STREET,106,13059
106,QUEENS,N/W 134 ST,109 AVE,106,13060
105,QUEENS,230 PL,,105,13061
105,QUEENS,CRAFT AVE,WELLER LANE,105,13062
102,QUEENS,86 RD,,102,13063
107,QUEENS,126 ST,95 AVE,107,13064
102,QUEENS,UNION TPKE,AUSTIN ST,102,13065
102,QUEENS,89 AVE,123 ST,102,13066
102,QUEENS,91 ST ST,,102,13067
102,QUEENS,CUBERT,,102,13068
102,QUEENS,N/E 87 ST,95 AVE,102,13069
102,QUEENS,ROCKAWAY BLVD,ELDERT LN,102,13070
104,QUEENS,S/E I/O JUMPER VALLE,PLEASENT VIEW STREET,104,13071
104,QUEENS,LUER RD,,104,13072
110,QUEENS,41 AV,,110,13073
6,MANHATTAN,W 13 ST,,6,13074
76,BROOKLYN,HUNTINGTON ST,,76,13075
76,BROOKLYN,3RD PLACE,,76,13076
76,BROOKLYN,TOMPKINS PKWY,,76,13077
61,BROOKLYN,BRAGGOT,,61,13078
61,BROOKLYN,QUENTIN AVE,,61,13079
110,QUEENS,N/S HORACE HARDING,E/O 94 ST,110,13080
70,BROOKLYN,ARGYLE RD,NEWKIRK AVE,70,13081
70,BROOKLYN,CONEY IS,,70,13082
70,BROOKLYN,MC DONALD AVE,,70,13083
70,BROOKLYN,E 21 ST,AVE  L,70,13084
28,MANHATTAN,W 116,,28,13085
80,BROOKLYN,FULTON ST,,80,13086
75,BROOKLYN,FOUNTAIN RD,,75,13087
75,BROOKLYN,SHEFFIELD,,75,13088
75,BROOKLYN,VANDALIA AVE,,75,13089
114,QUEENS,27 AVE,8 ST,114,13090
111,QUEENS,N/E HORACE HARDI,220 ST,111,13091
111,QUEENS,S/W 74 AVE,220 ST,111,13092
111,QUEENS,S/W 73 AVE,220 ST,111,13093
111,QUEENS,S/W 67 AVE,224 ST,111,13094
111,QUEENS,N/E 67 AVE,224 ST,111,13095
111,QUEENS,S/W 69 AVE,224 ST,111,13096
111,QUEENS,S/E 232 ST,64 AVE,111,13097
111,QUEENS,NOSTRAND BLVD,,111,13098
111,QUEENS,S/E 220 ST,74 AVE,111,13099
111,QUEENS,7 AVE,,111,13100
111,QUEENS,220 PLACE,,111,13101
62,BROOKLYN,SHORE PKWY,I/O 21 AVE,62,13102
62,BROOKLYN,21 DR,I/O 21 AVE,62,13103
62,BROOKLYN,BAY 40 ST,,62,13104
62,BROOKLYN,S/E 19 AVE,I/O 65 ST,62,13105
62,BROOKLYN,BAY 10,,62,13106
62,BROOKLYN,21 ST AVE,,62,13107
62,BROOKLYN,N/S 81 ST,W/O BAY PKWY,62,13108
103,QUEENS,146 ST,,103,13109
71,BROOKLYN,E/S LAMONT CT,LEFFERTS AVE,71,13110
30,MANHATTAN,WEST 151,,30,13111
110,QUEENS,KETCHAM,,110,13112
110,QUEENS,55 AVE,94 ST,110,13113
110,QUEENS,GLEAN ST,LAMONT,110,13114
110,QUEENS,QUEEN BLVD,,110,13115
110,QUEENS,F/O 96 05 HORACE HAR,,110,13116
110,QUEENS,S/O 97 05 HORACE HAR,,110,13117
114,QUEENS,25 AVE,41 ST,114,13118
114,QUEENS,ASTORIA BLVD NOR,,114,13119
32,MANHATTAN,AMSTERDAM,,32,13120
61,BROOKLYN,S/S AVE W,E/O OCEAN AVE,61,13121
61,BROOKLYN,OCEAN A VE,,61,13122
61,BROOKLYN,GERRITISEN AVE,,61,13123
61,BROOKLYN,UNION AVE,,61,13124
61,BROOKLYN,KINGS HY,,61,13125
61,BROOKLYN,S/W AVE W,LAKE ST,61,13126
14,MANHATTAN,35 ST,BROADWAY,14,13127
14,MANHATTAN,S/E 45,8TH AVE,14,13128
28,MANHATTAN,WEST 120,,28,13129
111,QUEENS,43 RD,,111,13130
111,QUEENS,203 ST,,111,13131
111,QUEENS,48 AVE,,111,13132
111,QUEENS,S/E UNION PK E,GRAND CENTRAL PKWY,111,13133
111,QUEENS,S/E UNION TPKE,GRAND CENTRAL PWKY,111,13134
112,QUEENS,QUEENS RD,,112,13135
112,QUEENS,76 DRIVE,,112,13136
112,QUEENS,YSB,69 AVE,112,13137
112,QUEENS,N/W CORNER 65 AVE,110 STREET,112,13138
114,QUEENS,STEINWAY,BROADWAY,114,13139
114,QUEENS,21 RD,,114,13140
62,BROOKLYN,BA AVE,15 AVE,62,13141
72,BROOKLYN,KINGSTON AVE,,72,13142
90,BROOKLYN,VARICK ST,METROPOLITAN,90,13143
90,BROOKLYN,VANDERVOORT AVE,ROWE ST,90,13144
90,BROOKLYN,MELROSE AVE,,90,13145
90,BROOKLYN,GEATTAN ST,,90,13146
90,BROOKLYN,VANDESVOOST AVE,,90,13147
90,BROOKLYN,WYE AVE,I/O S 5TH ST,90,13148
111,QUEENS,DOUGLASTON,,111,13149
111,QUEENS,S/S 59 AVE,W/O 175 PLACE,111,13150
111,QUEENS,MARAON PARKWAY,,111,13151
111,QUEENS,73 AVE,W/O 228 ST,111,13152
111,QUEENS,43 AVE REAR,,111,13153
104,QUEENS,58 AVE,,104,13154
104,QUEENS,F/O 678 GRANDVIEW AV,,104,13155
104,QUEENS,STANHOPE,,104,13156
104,QUEENS,HARMAN ST,,104,13157
104,QUEENS,CALTALPA,,104,13158
104,QUEENS,FOREST AVE,PUTNAM AVE,104,13159
19,MANHATTAN,1 AVE,,19,13160
23,MANHATTAN,E 11 ST,,23,13161
84,BROOKLYN,S/W GOLD ST,JOHNSON ST,84,13162
110,QUEENS,HORACE HARDING EX PS,,110,13163
84,BROOKLYN,BOERUM PL,ATLANTIC AVE,84,13164
5,MANHATTAN,APP 110 WALKER ST,,5,13165
61,BROOKLYN,SOUGATE COURT,,61,13166
61,BROOKLYN,KINGSTON ST,,61,13167
61,BROOKLYN,WEST 1 ST,,61,13168
61,BROOKLYN,KNAPP ST,S/P AVE W,61,13169
108,QUEENS,S/W 50 ST,BARNETT AVE,108,13170
63,BROOKLYN,S/W E 70 ST,,63,13171
63,BROOKLYN,AVE K,E 56 ST,63,13172
84,BROOKLYN,BORD ST,,84,13173
84,BROOKLYN,CADMAN PLAZA,E 95,84,13174
84,BROOKLYN,CADNAN PLAZA,E 9 ST,84,13175
49,BRONX,HORE AVE,,49,13176
47,BRONX,TILLOTSON AVE,NEW ENGLAND THRU,47,13177
45,BRONX,ROGS NECK BLVD,,45,13178
47,BRONX,EAST GUNHILL RD,,47,13179
47,BRONX,FENTON,,47,13180
42,BRONX,SEYMOURE AVE,,42,13181
42,BRONX,BOND BLVD,,42,13182
42,BRONX,E 216 ST,,42,13183
42,BRONX,CARPENTER AVE,,42,13184
47,BRONX,PAULDING AVE,,47,13185
47,BRONX,OAKLEY ST,,47,13186
94,BROOKLYN,MONITOR ST,,94,13187
27,BROOKLYN,BERGEN ST,,27,13188
111,QUEENS,W/S BELL BLVD,S/O 48 AVE,111,13189
111,QUEENS,46 RD,,111,13190
111,QUEENS,FRANCIS LEWIS BLVD,,111,13191
115,QUEENS,BROADWAY,,115,13192
115,QUEENS,N/W 34 AVE,72 ST,115,13193
109,QUEENS,155 ST,,109,13194
94,BROOKLYN,S/E I/O HENRY ST,ENGERT AVENUE,94,13195
84,BROOKLYN,EVERITT ST,,84,13196
84,BROOKLYN,EVERIT ST,,84,13197
18,MANHATTAN,65 E54 SL,,18,13198
83,BROOKLYN,EVERGREEN,,83,13199
