Issuer Code,Issuer Precinct,Issuing Agency,Issuer Command
956125,68,P,0068
958922,68,P,0068
961079,68,P,0068
954615,60,P,0060
954475,60,P,0060
960498,60,X,0060
958888,66,P,0066
961623,60,P,0060
937743,60,P,0060
926207,532,P,0532
941291,84,P,0084
935232,530,P,0530
955232,530,P,0530
936295,520,P,0520
938697,69,P,0069
952284,64,P,0064
952264,69,P,0069
961721,69,P,0069
924468,530,P,0530
924462,530,P,0530
962872,94,P,0094
962224,94,P,0094
920120,94,P,0094
920106,94,P,0094
940300,94,P,0094
980689,94,P,0094
921615,90,P,0090
963032,94,P,0094
963288,94,P,0094
935331,94,P,0094
963203,94,P,0094
960793,69,P,0069
962134,69,P,0069
940554,69,P,0069
963179,94,P,0094
962477,94,P,0094
957338,99,P,0099
957336,99,P,0099
946304,83,P,0083
950999,63,P,0063
922943,83,P,0083
961494,83,P,0083
961686,88,P,0088
958530,0,P,0000
958779,88,P,0088
955340,70,P,0070
959761,79,P,0079
959847,70,P,0070
926566,88,P,0088
826866,88,P,0088
962115,88,P,0088
929654,88,P,0088
952627,88,P,0088
925909,94,P,0094
954482,94,P,0094
956407,71,P,0071
957868,71,P,0071
957571,71,P,0071
951178,71,P,0071
942035,78,P,0078
937857,71,P,0071
955728,81,P,0081
956619,71,P,0071
955989,77,P,0077
916271,71,P,0071
918227,71,P,0071
957010,70,P,0070
963192,30,P,0030
961323,34,P,0034
955808,34,P,0034
946629,34,P,0034
961745,34,P,0034
933257,34,P,0034
954811,34,P,0034
945682,23,P,0023
946346,30,P,0030
926802,30,P,0030
962617,30,P,0030
962475,106,P,0106
962975,106,P,0106
962325,106,P,0106
348553,0,P,00IC
340047,0,P,MTPU
338901,0,P,BXTP
354086,302,P,T302
347615,302,P,T302
355147,0,P,BSTT
364018,302,P,T302
363137,109,P,T109
612325,0,S,QW04
357682,109,P,T109
587577,0,S,QW06
362558,0,P,SICA
350377,110,P,7110
921378,0,S,QW09
947958,120,P,0120
963011,122,P,0122
0,122,P,0122
953324,122,P,0122
101437,976,X,0976
355320,110,P,T110
101437,976,H,0976
254370,968,M,0968
963002,83,P,0083
963290,83,P,0083
963141,83,P,0083
963117,83,P,0083
960159,83,P,0083
962771,83,P,0083
949386,83,P,0083
943807,83,P,0083
957045,94,P,0094
938603,94,P,0094
79758,868,P,0868
941440,113,P,0113
936326,113,P,0113
928960,0,P,NYPD
928960,106,P,0106
929010,106,P,0106
954820,106,P,0106
937226,103,P,0103
956746,103,P,0103
962395,103,P,0103
958680,103,P,0103
950888,103,P,0103
947758,100,P,0100
947758,106,P,0106
950420,100,P,0100
936842,103,P,0103
956842,103,P,0103
936847,103,P,0103
956843,103,P,0103
955883,103,P,0103
955866,103,P,0103
435609,105,P,0105
925571,105,P,0105
948350,105,P,0105
948150,105,P,0105
948750,108,P,0108
955958,105,P,0105
950378,105,P,0105
998730,108,P,0108
928725,100,P,0100
355675,110,P,T110
356656,110,P,T110
953371,105,P,0105
951865,105,P,0105
957842,103,P,0103
935605,105,P,0105
948750,101,P,0101
948750,102,P,0102
946152,105,P,0105
973177,105,P,0105
950032,102,P,0102
948591,102,P,0102
902780,107,P,0107
948066,107,P,0107
954661,107,P,0107
960101,102,P,0102
928728,102,P,0102
951284,102,P,0102
959883,102,P,0102
989853,102,P,0102
940209,39,P,0039
940209,34,P,0034
935431,34,P,0034
944120,33,P,0033
941605,33,P,0033
934028,102,P,0102
963336,102,P,0102
963348,102,P,0102
963448,102,P,0102
962946,106,P,0106
963115,106,P,0106
963071,106,P,0106
963264,106,P,0106
963149,106,P,0106
962930,106,P,0106
952656,106,P,0106
963260,20,P,0020
933279,20,P,0020
948722,23,P,0023
933515,20,P,0020
943170,20,P,0020
929070,19,P,0019
949331,19,P,0019
907279,34,P,0034
959854,34,P,0034
954153,34,P,0034
537823,0,S,QWBO
922227,163,P,0163
953315,163,P,0163
961985,40,P,0040
461465,40,P,0040
961866,42,P,0042
961868,42,P,0042
944984,42,P,0042
940476,42,P,0042
962556,30,P,0030
955918,33,P,0033
955142,33,P,0033
953709,23,P,0023
957316,34,P,0034
457734,34,P,0034
957334,34,P,0034
930432,34,P,0034
940468,42,P,0042
960076,44,P,0044
939591,44,P,0044
954875,44,P,0044
954971,44,P,0044
962700,44,P,0044
958937,44,P,0044
980285,44,P,0044
945974,44,P,0044
955478,44,P,0044
960014,44,P,0044
963331,30,P,0030
963061,30,P,0030
963169,30,P,0030
963057,30,P,0030
963067,30,P,0030
958592,44,P,0044
934242,44,P,0044
958570,44,P,0044
954369,44,P,0044
958299,44,P,0044
953598,44,P,0044
934893,80,P,0080
955198,50,P,0050
938629,50,P,0050
949526,30,P,0030
953150,30,P,0030
595359,33,P,0033
960872,33,P,0033
945762,33,P,0033
961338,33,P,0033
956548,33,P,0033
960987,33,P,0033
986481,50,P,0050
944529,50,P,0050
944258,50,P,0050
544529,50,P,0050
946121,50,P,0050
905278,44,P,0044
915993,48,P,0048
938501,48,P,0048
961558,48,P,0048
932336,19,P,0019
932402,19,P,0019
956370,19,P,0019
956242,19,P,0019
959171,32,P,0032
955486,32,P,0032
949306,32,P,0032
943885,24,P,0024
958459,24,P,0024
945320,20,P,0020
962744,44,P,0044
942746,44,P,0044
931576,44,P,0044
0,4,P,0004
946545,44,P,0044
941443,44,P,0044
959674,40,P,0040
959679,40,P,0040
947026,49,P,0049
949218,40,P,0040
956444,58,P,0058
956444,50,P,0050
962580,109,P,0109
917155,109,P,0109
904016,109,P,0109
904435,52,P,0052
942746,52,P,0052
961604,52,P,0052
936649,163,P,0163
934386,163,P,0163
937677,109,P,0109
937389,109,P,0109
932671,109,P,0109
917219,109,P,0109
958962,109,P,0109
961543,109,P,0109
962730,114,P,0114
957652,114,P,0114
943378,114,P,0114
964358,40,P,0040
961358,40,P,0040
963302,40,P,0040
963252,40,P,0040
963254,40,P,0040
963084,40,P,0040
963102,40,P,0040
963198,40,P,0040
963070,40,P,0040
961231,40,P,0040
959986,40,P,0040
948589,40,P,0040
948589,0,P,0000
923841,45,P,0045
959234,45,P,0045
956429,45,P,0045
962919,44,P,0044
936330,114,P,6114
945443,169,P,0169
945445,169,P,0169
927320,112,P,0112
943378,104,P,0104
973778,104,P,0104
963020,44,P,0044
463025,44,P,0044
963025,44,P,0044
963029,44,P,0044
963065,44,P,0044
963118,44,P,0044
963249,44,P,0044
963299,44,P,0044
957845,44,P,0044
958643,44,P,0044
962683,44,P,0044
957521,44,P,0044
957822,44,P,0044
915299,44,P,0044
986954,84,P,0084
956954,84,P,0084
939556,104,P,0104
963270,104,P,0104
961808,114,P,0114
952932,114,P,0114
461363,114,P,0114
967363,115,P,0115
961470,114,P,0114
472845,114,P,0114
944071,114,P,0114
944971,114,P,0114
953934,84,P,0084
962571,8,P,0008
963013,73,P,0073
963328,73,P,0073
955079,73,P,0073
963124,73,P,0073
956774,73,P,0073
963337,73,P,0073
962955,73,P,0073
963315,73,P,0073
936295,550,P,0550
936295,0,P,0000
0,84,P,0084
921834,84,P,0084
921824,89,P,0089
957258,114,P,0114
962711,109,P,0109
904644,109,P,0109
0,9,P,0009
942569,84,P,0084
945975,73,P,0073
960417,14,P,0014
935654,114,P,0114
952137,114,P,0114
923859,114,P,0114
940343,111,P,0111
953049,111,P,0111
160339,3,K,0003
160334,3,K,0003
160617,3,P,0003
160186,3,K,0003
160501,3,P,0003
160476,3,P,0003
160557,3,P,0003
598523,0,S,BX08
898013,0,S,BX04
160624,3,K,0003
160228,3,K,0003
160688,3,P,1003
160682,3,K,0003
160578,3,K,0003
160693,3,K,0003
164613,3,K,0003
932819,44,P,0044
944375,44,P,0044
930530,44,P,0044
937850,48,P,0048
962940,48,P,0048
962922,48,P,0048
963159,48,P,0048
963174,48,P,0048
963056,48,P,0048
959024,48,P,0048
963158,48,P,0048
963046,48,P,0048
452226,48,P,0048
942851,48,P,0048
963215,41,P,0041
944542,41,P,0041
936738,41,P,0041
936758,41,P,0041
936811,163,P,0163
927035,63,P,0063
540127,0,S,BX07
963105,808,P,0808
587594,0,S,BX06
537816,0,S,KS10
510935,0,S,BK12
594236,0,S,BX04
582848,0,S,BX05
555486,0,S,BBX0
540127,0,S,BX03
942028,420,P,0420
941028,420,P,0420
363998,0,P,BNTE
345428,802,P,T802
356179,0,P,MSTZ
331220,102,P,T102
348520,0,P,MSTE
958204,106,P,0106
357335,302,P,T302
346346,0,P,MTTF
361329,0,P,MTTF
366837,106,P,T106
361137,106,P,T106
363141,106,P,T106
355127,401,P,T401
358918,401,P,T401
352973,801,P,T801
358860,0,P,BXTE
361369,0,P,BXTE
358145,0,P,BXTE
361823,0,P,BXTE
361268,0,P,BNTE
353041,0,P,BNTE
358147,0,P,TEBN
358875,0,P,MSE5
962393,13,P,0013
963194,13,P,0013
933144,17,P,0017
341263,803,P,T803
341166,803,P,T803
363541,402,P,T402
363546,402,P,T402
365880,402,P,T402
365864,0,P,BSTE
349535,302,P,T302
100961,976,P,0976
363998,0,P,BMTE
363998,0,P,BNTD
635758,0,S,QW01
956225,19,P,0019
955204,34,P,0034
962271,84,P,0084
946677,34,P,0034
952385,8,P,0008
929126,68,P,0068
954710,70,P,0070
954037,70,P,0070
954778,70,P,0070
951246,30,P,0030
906168,121,P,0121
0,401,P,0401
357709,109,P,T109
952285,100,P,0100
942082,113,P,0113
958846,107,P,0107
160616,4,K,0004
160573,2,K,0002
160299,4,P,0004
957589,113,P,0113
955591,115,P,0115
952416,52,P,0052
358191,109,P,T109
933378,33,P,0033
160081,3,K,0003
161483,1,K,0001
160038,5,K,0005
160098,3,K,0003
944650,79,P,0079
916956,77,P,0077
962692,108,P,0108
944059,101,P,0101
160283,2,K,0002
160495,1,K,0001
160324,3,K,0003
760425,5,K,0005
952863,108,P,D108
936933,109,P,0109
100827,976,H,0976
101159,976,H,0976
101313,976,M,0976
100929,792,X,0792
0,0,C,QSC0
10254,0,C,0QSC
945574,123,P,0123
958241,123,P,0123
940247,123,P,0123
943496,123,P,0123
160696,2,K,0002
108817,0,P,CCPD
107370,0,P,CCPD
520112,868,X,0868
944410,48,P,0048
951601,41,P,0041
952845,46,P,0046
0,0,P,0QCC
0,0,C,0GSC
952314,20,P,0020
943494,121,P,0121
160658,1,P,0001
954172,108,P,0108
954974,0,X,PBBX
957798,75,P,0075
941102,88,P,0088
944397,26,P,0026
953238,120,P,0120
945084,122,P,0122
948651,120,P,0120
915573,120,P,0120
956039,78,P,0078
955364,75,P,0075
953897,803,P,0803
678549,837,E,0837
954411,60,P,0060
961740,60,P,0060
959534,60,P,0060
455312,860,P,0860
995385,60,P,0060
958577,60,P,0060
950698,60,P,0060
950646,60,P,0060
600153,982,X,0982
955130,43,P,0043
961628,46,P,0046
951614,48,P,0048
960812,48,P,0048
955144,40,P,0040
961711,48,P,0048
961662,48,P,0048
935545,0,P,TD02
952951,120,P,0120
942364,120,P,0120
941465,120,P,0120
951075,61,P,0061
955107,113,P,0113
955033,100,P,0100
955233,100,P,0100
934461,106,P,0106
954266,67,P,0067
958596,79,P,0079
952292,114,P,0114
931707,100,P,0100
952154,112,P,0112
954808,115,P,0115
933692,114,P,0114
941909,84,P,0084
954725,75,P,0075
955169,81,P,0081
962995,107,P,0107
956655,113,P,0113
950659,107,P,0107
958718,60,P,0060
951713,60,P,0060
958007,60,P,0060
950082,60,X,0060
948170,77,P,0077
959294,25,P,0025
934763,103,P,0103
960874,103,P,0103
959194,805,P,0805
945844,805,P,0805
961804,805,P,0805
953939,806,P,0806
331325,0,P,0000
922825,316,P,E316
362170,302,P,T302
960517,0,P,TD30
933579,0,P,T7D3
853389,0,X,0QMT
587480,0,B,0QMT
950483,28,F,7028
917609,224,F,5224
922406,224,F,E224
909582,647,F,4647
959341,807,P,0807
2830,968,M,0968
2613,968,M,0968
86622,968,M,0968
2780,968,X,0968
330081,118,P,T118
47854,0,P,PAPD
0,0,M,0000
446141,0,M,NYCT
47876,222,P,0222
0,0,C,0RCV
901001,105,P,0105
956091,105,P,0105
246350,968,X,0968
808456,977,X,0977
548242,0,S,KKTF
945990,808,P,0808
945165,808,P,0808
960349,808,P,0808
0,0,C,0NSC
583034,7,M,0007
579508,7,P,0007
643225,7,P,0007
926166,77,P,0077
100407,955,X,0955
452760,972,X,0972
950173,0,P,PBSI
944015,1,P,0001
951152,14,P,0014
521975,977,X,0977
739,977,X,0977
969012,422,X,0422
330980,108,P,T108
933049,50,P,0050
100417,985,X,0985
100409,985,S,0985
952548,45,P,0045
155488,97,P,0097
47416,302,P,0302
647420,302,P,0302
44413,302,P,0302
44885,302,P,0302
44417,302,P,0302
47762,642,P,0642
47290,642,P,0642
939852,118,P,0118
44945,642,P,0642
934258,107,P,0107
959669,107,P,0107
917369,103,P,0103
955348,70,P,0070
958746,60,P,0060
934082,60,P,0060
47804,152,P,0152
101100,976,X,0976
952441,121,P,0121
111136,839,X,0839
111141,839,X,0839
936166,103,P,0103
956166,103,P,0103
941759,103,P,0103
942274,79,P,0079
959340,804,P,0804
962707,0,P,PSA4
962594,0,P,PSA4
958323,805,P,0805
960851,806,P,0806
955558,67,P,0067
906537,73,P,0073
951584,44,P,0044
958109,41,P,0041
962021,41,P,0041
926015,46,P,0046
959746,45,P,0045
73,0,X,0000
166,43,X,0043
952920,826,P,0826
963017,806,P,0806
952856,1,P,0001
950552,67,P,0067
955238,75,P,0075
945998,73,P,0073
944905,45,P,0045
950370,46,P,0046
956132,47,P,0047
959950,52,P,0052
962485,32,P,0032
161093,4,P,0004
460110,4,K,0004
961359,40,P,0040
938391,50,P,0050
963003,50,P,0050
956407,70,P,0070
927057,406,P,0406
661949,0,S,MN09
962392,41,P,0041
601582,0,S,0PIU
927909,94,P,0094
961508,70,P,0070
960268,71,P,0071
928683,28,P,0028
921370,0,S,QW04
960288,1,P,0001
949887,6,P,0006
951074,9,P,0009
913931,401,P,0401
925576,407,P,0407
930091,9,P,0009
905291,62,P,0062
933943,43,P,0043
955354,43,P,0043
957414,109,P,0109
957437,43,P,0043
762849,43,P,0043
958362,48,P,0048
915773,48,P,0048
946424,63,P,0063
958973,65,P,0065
929632,30,P,0030
933243,40,P,0040
915047,41,P,0041
0,0,S,0PIU
955806,71,P,0071
955076,70,P,0070
962748,68,P,0068
947338,68,P,0068
971374,0,S,QW06
921378,0,S,QW04
921378,0,S,QW16
936298,120,P,0120
929117,127,P,0127
960500,32,P,0032
960880,28,P,0028
951250,73,P,0073
951095,75,P,0075
952243,161,P,0161
951220,161,P,0161
949325,91,P,0091
938151,163,P,0163
960231,49,P,0049
942455,0,P,0O49
938122,49,P,0049
958597,46,P,0046
958097,45,P,0045
960167,45,P,0045
460168,45,P,0045
960730,20,P,0020
959334,24,P,0024
990937,869,P,0869
961568,869,P,0869
938078,871,P,0871
960081,48,P,0048
934696,52,P,0052
562881,52,P,0052
951488,405,P,0405
958635,68,P,0068
988638,68,P,0068
953108,68,P,0068
100064,976,H,0976
100316,976,X,0976
902240,83,P,0083
956690,83,P,0083
962152,75,P,0075
959012,88,P,0088
458202,77,P,0077
462171,6,P,0006
960349,6,P,0006
100391,985,X,0985
950973,52,P,0052
959534,52,P,0052
955333,43,P,0043
957020,43,P,0043
942104,52,P,0052
959461,52,P,0052
262520,70,P,0070
934220,70,P,0070
962283,0,P,TD30
929152,530,P,1530
614976,0,S,MN08
941615,42,P,0042
959726,43,P,0043
916693,43,P,0043
955725,161,P,0161
959552,70,P,0070
963108,691,P,0691
963047,68,P,0068
960510,801,P,0801
955997,105,P,0105
940624,165,P,0165
942524,109,P,0109
947105,111,P,0111
100397,985,X,0985
943477,110,P,0110
948079,109,P,0109
959315,117,P,0117
956736,115,P,0115
928302,115,P,0115
959422,110,P,0110
927110,111,P,0111
957729,109,P,0109
961969,42,P,0042
962063,52,P,0052
919046,44,P,0044
962380,44,P,0044
958739,41,P,0041
963782,63,P,0063
961592,6,P,0006
962945,17,P,0017
947963,17,P,0017
920796,43,P,0043
0,43,P,0043
961782,43,P,0043
962819,44,P,0044
960020,44,P,0044
956966,14,P,0014
363147,0,P,MSTI
963160,68,P,0068
963180,68,P,0068
962821,99,P,0099
797589,868,P,0868
962915,805,P,0805
958423,0,S,0PIU
956270,103,P,0103
959620,106,P,0106
952282,121,P,0121
940112,14,P,0014
439721,115,P,0115
942218,110,P,0110
960478,110,P,0110
938338,110,P,0110
960040,110,P,0110
955092,44,P,0044
953776,44,P,0044
956197,161,P,0161
960298,98,P,0098
945703,71,P,0071
957272,71,P,0071
942483,71,P,0071
949352,5,P,0005
959928,17,P,0017
949419,13,P,0013
943051,13,P,0013
960750,10,P,0010
961911,40,P,0040
962766,17,P,0017
956459,17,P,0017
341220,802,P,T802
935610,68,P,0068
955130,68,P,0068
955736,68,P,0068
951110,801,P,0801
674977,0,S,0PIU
668638,0,S,MW04
948452,115,P,0115
0,0,M,QNRO
956805,111,P,0111
962254,108,P,0108
963305,108,P,0108
949928,71,P,0071
947067,71,P,0071
949380,106,P,0106
930571,45,P,0045
960211,45,P,0045
934341,630,P,1630
949844,17,P,0017
949894,17,P,0017
951269,13,P,0013
365962,0,P,BNTE
355112,301,P,T301
905908,106,P,0106
956500,106,P,0106
955586,67,P,0067
963056,67,P,0067
961714,62,P,0062
934622,67,P,0067
952093,61,P,0061
962351,108,P,0108
910840,108,P,0108
963279,108,P,0108
937007,70,P,0070
957389,67,P,0067
962807,106,P,0106
937023,200,P,0200
957479,109,P,0109
927487,109,P,0109
955537,109,P,0109
956507,110,P,0110
960428,108,P,0108
356526,0,P,MSTI
954095,0,P,0000
941688,70,P,0070
945962,100,P,0100
950397,61,X,0061
949426,78,P,0078
958412,78,P,0078
958432,70,P,0070
956432,78,P,0078
953246,109,P,0109
944999,704,P,0704
929525,104,P,0104
954068,106,P,0106
953739,61,X,0061
947874,2,P,0002
958552,113,P,0113
957098,113,P,0113
956232,105,P,0105
904758,401,P,0401
981561,401,P,0401
953766,109,P,0109
953266,105,P,0105
961489,109,P,0109
958853,115,P,0115
949562,114,P,0114
961821,104,P,0104
934399,23,P,0023
562414,72,P,0072
963079,76,P,0076
963205,76,P,0076
953815,80,P,0080
948750,106,P,0106
948752,107,P,0107
951258,78,P,0078
954400,76,P,0076
929283,76,P,0076
959128,106,P,0106
946654,105,P,0105
950031,102,P,0102
967082,102,P,0102
962929,110,P,0110
959733,28,P,0028
338583,0,P,MTPU
936658,420,P,0420
959770,70,P,0070
958605,28,P,0028
962058,28,P,0028
961127,28,P,0028
956839,79,P,0079
960910,79,P,0079
922816,80,P,0080
927016,88,P,0088
961704,88,P,0088
957721,75,P,0075
938090,73,P,0073
934333,0,P,PSA9
923828,111,P,0111
950335,62,P,0062
962662,62,P,0062
946622,0,P,TD30
2591,968,X,0968
217434,968,M,0968
933506,33,P,0033
960909,114,P,0114
932572,114,P,0114
959933,33,P,0033
959168,33,P,0033
956101,0,S,KS17
937467,66,P,0066
933815,63,P,0063
963346,14,P,0014
955879,161,P,0161
950808,117,P,0117
956375,101,P,0101
962570,104,P,0104
962577,104,P,0104
927889,112,P,0112
953472,112,P,0112
950160,112,P,0112
957782,112,P,0112
943778,104,P,0104
943720,104,P,0104
943326,104,P,0104
933554,72,P,0072
958136,90,P,0090
461052,90,P,0090
962473,90,P,0090
959544,77,P,0077
906551,405,P,0405
952510,114,P,0114
949624,111,P,0111
952508,104,P,0104
958989,32,P,0032
953703,32,X,0032
960568,32,P,0032
957878,32,P,0032
960359,23,P,0023
538324,0,S,KS13
923720,61,P,0061
594214,0,S,QW02
945981,63,P,0063
952677,63,P,0063
952699,69,P,0069
945258,63,P,0063
960221,0,P,TD30
951114,807,P,0807
955833,47,P,0047
954392,44,P,0044
999968,47,P,0047
959581,42,P,0042
960573,84,P,0084
933625,94,P,0094
956629,77,P,0077
942732,115,P,0115
961432,84,P,0084
962470,73,P,0073
952711,18,P,0018
932433,18,P,0018
962618,18,P,0018
950542,77,P,0077
900281,77,P,0077
957530,83,P,0083
949563,83,P,0083
944121,23,P,0023
954247,23,P,0023
959840,72,P,0072
441763,47,P,0047
947517,47,P,0047
932400,163,P,0163
956201,47,P,0047
939640,47,P,0047
957640,0,P,OO49
951055,138,P,0138
948300,47,P,0047
953263,90,P,0090
668816,0,P,EHPW
608826,0,P,EAPW
608816,0,X,WHPW
253755,0,X,0SOD
962880,73,P,0073
955801,79,P,0079
929364,77,P,0077
950377,94,P,0094
762715,94,P,0094
942079,84,P,0084
963106,34,P,0034
960641,26,P,0026
364886,0,P,MSE5
922923,90,P,0090
963032,0,P,0000
948961,48,P,0048
960752,48,P,0048
960538,44,P,0044
958536,46,P,0046
961929,46,P,0046
960343,52,P,0052
957031,47,P,0047
955922,43,P,0043
938857,43,P,0043
947665,52,P,0052
946829,47,P,0047
957979,32,P,0032
957690,32,P,0032
955634,34,P,0034
941128,23,P,0023
959207,77,P,0077
958386,77,P,0077
947981,91,P,0091
944576,83,P,0083
947468,79,P,0079
962224,25,P,0025
958564,20,P,0020
958504,20,P,0020
958589,40,P,0040
956942,46,P,0046
361039,0,P,SITE
355189,110,P,T110
828296,977,R,0977
124829,977,X,0977
668907,977,R,0977
940720,47,P,0047
939498,43,P,0043
958907,44,P,0044
958055,45,P,0045
960769,42,P,0042
925849,49,P,0049
960208,40,P,0040
961197,42,P,0042
962200,79,P,0079
963456,79,P,0079
963266,25,P,0025
962711,48,P,0048
961752,40,P,0040
962583,40,P,0040
956803,40,P,0040
800739,977,R,0977
576889,0,S,KS14
960965,83,P,0083
958607,85,P,0085
959559,80,P,0080
951048,88,P,0088
958296,78,P,0078
958295,78,P,0078
957119,6,P,0006
942129,72,P,0072
952629,30,P,0030
943523,30,P,0030
0,44,P,0044
961991,48,P,0048
957687,109,P,T109
957018,33,P,0033
963024,48,P,0048
963012,48,P,0048
963039,48,P,0048
758082,41,P,0041
353983,0,P,BNTE
357487,109,P,T109
944912,20,P,0020
944442,20,P,0020
352929,0,P,SICA
352979,0,P,SOCA
931726,19,P,0019
958541,32,P,0032
961868,52,P,0052
960875,42,P,0042
950217,44,P,0044
969063,44,P,0044
961737,44,P,0044
963216,68,P,0068
901038,109,P,0109
638629,50,P,0050
930521,50,P,0050
915773,18,P,0018
952024,1,P,0001
935762,68,P,0068
937336,109,P,0109
962773,44,P,0044
959220,44,P,0044
933276,40,P,0040
540122,0,S,KS07
954770,700,P,0700
951244,30,P,0030
932677,0,P,0000
948676,44,P,0044
948977,163,P,0163
961842,46,P,0046
956505,45,P,0045
935269,32,P,0032
943869,34,P,0034
955341,112,P,0112
949116,112,P,0112
963076,44,P,0044
942509,884,P,0884
948595,114,P,0114
356526,0,P,MSE1
957052,102,P,0102
939188,102,P,0102
957382,102,P,0102
957784,114,P,0114
960060,109,P,0109
963248,106,P,0106
956983,109,P,0109
904610,109,P,0109
959647,33,P,0033
929083,114,P,0114
924683,114,P,0114
923559,114,P,0114
930894,20,P,0020
357371,0,P,BXTE
160024,3,K,0003
960397,26,P,0026
946795,26,P,0026
946693,76,P,0076
367268,0,P,BNTE
922274,43,P,0043
957489,95,P,0095
935526,108,P,0108
937958,47,P,0047
955865,103,P,0103
959166,103,P,0103
956793,101,P,0101
933635,52,P,0052
952913,47,P,0047
957138,24,X,0024
160469,4,K,0004
160156,0,K,0000
958626,101,P,0101
939186,77,P,0077
960561,123,P,0123
949839,14,P,0014
953835,804,P,0804
962760,805,P,0805
330827,972,X,0972
573680,972,T,0972
951113,806,P,0806
945249,806,P,0806
960430,825,P,0825
948241,806,P,0806
930113,806,P,0806
962410,806,P,0806
952417,806,P,0806
952920,806,P,0806
932703,497,P,0497
930091,0,P,TD32
538762,0,S,KS15
944224,47,P,0047
953731,40,P,0040
949463,61,P,0061
948356,61,P,0061
952945,61,P,0061
957831,75,P,0075
927694,18,P,0018
948276,84,P,0084
959908,808,P,0808
957255,9,P,0009
86684,968,X,0968
100067,976,H,0976
341943,106,P,T106
953354,138,X,1138
86652,968,X,0968
932459,483,P,0483
254391,968,X,0968
254355,968,P,0968
2830,968,X,0968
44390,152,P,0152
101283,976,K,0976
95940,993,X,0993
93940,993,X,0993
903999,69,P,0069
934065,67,P,0067
0,0,C,HCJC
951215,169,P,0169
406783,972,T,0972
111122,839,X,0839
927434,52,P,0052
956162,805,P,0805
669077,837,P,0837
669097,837,P,0837
669097,837,X,0837
101232,14,P,0014
101185,14,P,0014
664508,325,F,E325
664508,325,X,E325
915362,252,X,8252
922014,276,X,E276
156110,25,X,1025
920302,218,F,E218
0,0,P,0KCV
0,0,X,0SCK
160355,4,P,0004
160448,4,P,0004
16011,4,P,0004
160670,1,K,0001
160622,2,K,0002
161419,2,P,0002
161036,1,K,0001
161288,4,P,0004
161275,4,P,0004
161482,1,K,0001
948037,77,P,0077
960824,90,P,0090
583034,7,P,0007
668463,7,D,0007
554133,7,P,0007
951915,88,P,0088
962164,106,P,0106
944796,95,P,0095
161213,4,K,0004
950786,45,P,0045
540163,97,P,0097
947421,136,P,0136
949423,66,P,0066
940404,67,P,0067
921520,44,P,0044
915975,44,P,0044
954645,113,P,0113
949809,40,P,0040
947403,43,P,0043
111148,839,X,0839
954827,73,P,0073
958593,81,P,0081
945628,81,P,0081
925790,14,P,0014
600155,982,X,0982
956933,32,P,0032
947406,20,P,0020
934070,28,P,0028
939368,163,P,0163
956899,46,P,0046
959379,47,P,0047
946613,41,P,0041
942069,48,P,0048
941599,46,P,0046
952571,115,P,0115
954627,115,P,0115
948097,77,P,0077
955899,79,P,0079
962226,103,P,0103
936497,46,P,0046
955025,88,P,0088
45,0,X,0000
39,0,X,0000
13,0,X,0000
141,0,X,0000
59,0,X,0000
36,0,X,0000
948321,778,P,0778
953482,0,P,TD01
958222,81,P,0081
960709,70,P,0070
957221,79,P,0079
934256,75,P,0075
960787,81,P,0081
962302,81,P,0081
962582,81,P,0081
962409,81,P,0081
940995,81,P,0081
941085,81,P,0081
951562,60,P,0060
956906,60,P,0060
961481,60,P,0060
943563,78,P,0078
955650,70,P,0070
166,0,X,0000
723,0,X,0000
164,0,X,0000
40,0,X,0000
330713,0,T,BTPU
352984,506,P,T506
346384,110,P,T110
348552,110,P,T110
356308,110,P,T110
958729,75,P,0075
599583,0,S,BXBO
945607,32,P,0032
945514,123,P,0123
160936,1,K,0001
945389,123,P,0123
956567,18,P,0018
965049,70,P,0070
958372,63,P,0063
949327,63,P,0063
960275,63,P,0063
160425,1,K,0001
168098,8,P,0008
160077,5,P,0005
100679,2,K,0002
161275,0,K,0000
160196,3,P,0003
160199,4,K,0004
962301,101,P,0101
966230,101,P,0101
961231,101,P,0101
954130,101,P,0101
953830,101,P,0101
959429,101,P,0101
944541,101,P,0101
961865,101,P,0101
944764,101,P,0101
922291,101,P,0101
948354,101,P,0101
954973,101,P,0101
962675,101,P,0101
160459,1,P,0001
953060,45,P,0045
955452,115,P,0115
955051,115,P,0115
952658,105,P,0105
952194,108,P,0108
693070,837,E,0837
0,837,E,0837
954974,837,E,0837
944886,83,P,0083
957190,801,P,0801
43488,302,P,0302
950243,113,P,0113
958857,113,P,0113
970968,113,P,0113
950968,113,P,0113
950598,103,P,0103
945084,107,P,0107
950124,107,P,0107
951530,107,P,0107
959290,107,P,0107
945316,113,P,0113
954829,115,P,0115
945344,45,P,0045
944088,44,P,0044
954187,43,P,0043
47932,152,P,0152
46960,302,P,0302
77848,642,P,0642
933900,170,P,0170
957169,803,P,0803
944604,803,P,0803
961457,803,P,0803
961459,803,P,0803
954934,803,P,0803
954934,807,P,0807
954934,801,P,0801
956556,806,P,0806
956550,801,P,0801
962137,803,P,0803
958034,803,P,0803
960563,803,P,0803
960061,803,P,0803
934316,803,P,0803
953706,60,P,0060
945744,90,P,0090
133806,837,E,0837
952992,862,P,0862
951201,69,P,0069
950300,120,P,0120
949789,120,P,0120
